ra,dec,h_m,h_cmsig,prox,j_m,k_m,rd_flg,j_h,h_k,j_k
129.730551,12.057216,6.009,0.013,20.3,6.666,5.836,111,0.6570,0.1730,0.8300
151.297204,21.970779,6.007,0.041,27.3,6.512,5.849,111,0.5050,0.1580,0.6630
142.556069,21.248598,6.007,0.013,101.5,6.863,5.744,111,0.8560,0.2630,1.1190
130.669152,22.108992,6.002,0.015,15.3,6.709,5.775,111,0.7070,0.2270,0.9340
123.976630,18.561386,6.008,0.011,15.5,6.793,5.779,111,0.7850,0.2290,1.0140
163.710452,42.859146,6.004,0.007,46.4,6.632,5.909,111,0.6280,0.0950,0.7230
168.900789,42.339355,6.009,0.019,58.7,6.429,5.891,111,0.4200,0.1180,0.5380
143.581550,46.902031,6.002,0.017,17.3,6.044,5.951,111,0.0420,0.0510,0.0930
151.252889,49.038109,6.005,0.011,13.2,6.795,null,119,0.7900,-,-
275.969050,-21.245876,6.007,0.031,12.3,7.219,5.366,111,1.2120,0.6410,1.8530
275.711928,-22.301533,6.003,0.027,11.5,7.071,5.594,111,1.0680,0.4090,1.4770
274.944761,-20.286406,6.003,0.031,10.3,7.328,5.443,111,1.3250,0.5600,1.8850
273.513089,-19.950426,6.006,0.027,10.8,7.402,5.423,111,1.3960,0.5830,1.9790
273.381775,-21.417658,6.004,0.029,11.6,7.124,5.580,111,1.1200,0.4240,1.5440
282.775389,-23.051500,6.007,0.017,17.3,6.593,5.819,111,0.5860,0.1880,0.7740
281.754453,-21.852625,6.005,0.047,15.0,6.941,5.605,111,0.9360,0.4000,1.3360
277.814340,-23.003302,6.005,0.029,13.3,6.863,5.748,111,0.8580,0.2570,1.1150
113.022875,-28.403936,6.007,0.039,15.6,6.689,5.789,111,0.6820,0.2180,0.9000
112.918261,-36.856525,6.006,0.021,30.1,6.638,5.864,111,0.6320,0.1420,0.7740
109.904153,-31.295879,6.008,0.015,23.2,6.890,5.621,111,0.8820,0.3870,1.2690
119.040602,-38.448132,6.002,0.029,16.4,7.132,5.517,111,1.1300,0.4850,1.6150
120.838981,-36.304062,6.002,0.027,12.9,7.029,5.648,111,1.0270,0.3540,1.3810
307.847821,30.555231,6.005,0.019,17.7,6.930,5.673,111,0.9250,0.3320,1.2570
304.392357,31.869728,6.005,0.033,13.7,7.566,5.061,111,1.5610,0.9440,2.5050
303.528513,31.272446,6.003,0.023,13.2,7.634,5.354,111,1.6310,0.6490,2.2800
302.426440,30.421610,6.005,0.029,13.1,6.816,5.821,111,0.8110,0.1840,0.9950
304.189551,27.593071,6.003,0.007,13.0,7.156,5.482,111,1.1530,0.5210,1.6740
305.745299,27.447994,6.007,0.019,13.3,7.095,5.352,111,1.0880,0.6550,1.7430
241.496738,-51.864124,6.005,0.023,10.8,7.644,5.039,111,1.6390,0.9660,2.6050
244.221207,-49.856750,6.003,0.021,14.0,6.316,5.863,111,0.3130,0.1400,0.4530
244.760533,-50.382626,6.001,0.045,12.8,7.035,5.617,111,1.0340,0.3840,1.4180
236.454333,-41.729572,6.009,0.035,18.5,6.949,5.669,111,0.9400,0.3400,1.2800
260.060820,-37.703793,6.008,0.021,10.9,7.123,5.515,111,1.1150,0.4930,1.6080
264.431214,-36.683586,6.003,0.039,10.5,7.318,5.423,111,1.3150,0.5800,1.8950
266.924157,-38.139530,6.007,0.029,16.3,6.890,5.675,111,0.8830,0.3320,1.2150
256.931437,-35.930866,6.006,0.053,14.5,7.784,4.938,111,1.7780,1.0680,2.8460
258.927351,-38.220257,6.003,0.013,10.4,7.037,5.551,111,1.0340,0.4520,1.4860
260.161896,-38.669048,6.003,0.009,10.8,7.201,5.486,111,1.1980,0.5170,1.7150
294.459922,-41.728039,6.003,0.021,17.6,6.726,5.781,111,0.7230,0.2220,0.9450
307.218329,-32.096596,6.006,0.041,14.7,6.741,5.806,111,0.7350,0.2000,0.9350
309.659294,-45.256695,6.009,0.015,31.3,6.836,5.743,111,0.8270,0.2660,1.0930
177.101041,-6.328471,6.006,0.027,20.1,6.879,5.751,111,0.8730,0.2550,1.1280
174.767583,-14.863082,6.009,0.033,55.8,6.657,5.830,111,0.6480,0.1790,0.8270
147.399270,-16.643284,6.003,0.049,52.2,6.547,5.852,111,0.5440,0.1510,0.6950
177.686293,-40.865681,6.009,0.029,25.4,6.567,5.847,111,0.5580,0.1620,0.7200
260.669340,-21.535822,6.003,0.035,17.7,7.071,5.579,111,1.0680,0.4240,1.4920
259.495383,-18.101265,6.006,0.029,18.2,6.973,5.649,111,0.9670,0.3570,1.3240
194.299776,-73.690887,6.002,0.029,10.1,6.774,5.841,111,0.7720,0.1610,0.9330
196.239501,-74.549973,6.004,0.037,12.6,6.834,5.740,111,0.8300,0.2640,1.0940
220.557772,-75.143242,6.009,0.029,11.9,6.977,5.585,111,0.9680,0.4240,1.3920
256.771300,-80.091927,6.005,0.025,41.9,6.821,5.771,111,0.8160,0.2340,1.0500
227.212214,-78.530876,6.009,0.021,19.5,6.824,5.797,111,0.8150,0.2120,1.0270
218.220445,-54.384838,6.006,0.031,17.9,7.122,5.493,111,1.1160,0.5130,1.6290
218.509211,-53.663715,6.002,0.023,21.7,6.867,5.743,111,0.8650,0.2590,1.1240
219.581607,-51.866863,6.005,0.031,15.9,7.100,5.501,111,1.0950,0.5040,1.5990
214.627171,-41.930424,6.004,0.015,21.2,6.928,5.660,111,0.9240,0.3440,1.2680
210.581324,-45.919933,6.008,0.035,13.8,6.930,5.654,111,0.9220,0.3540,1.2760
215.468805,-46.110081,6.004,0.015,16.1,6.919,5.710,111,0.9150,0.2940,1.2090
210.305527,-43.407707,6.005,0.017,14.3,6.848,5.743,111,0.8430,0.2620,1.1050
199.782650,-40.919746,6.002,0.033,18.6,6.788,5.775,111,0.7860,0.2270,1.0130
202.300158,-38.972218,6.001,0.031,25.1,6.902,5.691,111,0.9010,0.3100,1.2110
202.824168,-46.998344,6.009,0.007,15.8,6.918,5.677,111,0.9090,0.3320,1.2410
200.532730,-44.374535,6.002,0.041,34.5,6.943,5.664,111,0.9410,0.3380,1.2790
200.273565,-43.812576,6.003,0.049,40.7,6.777,5.721,111,0.7740,0.2820,1.0560
212.084758,-27.703924,6.007,0.037,11.9,6.676,5.817,111,0.6690,0.1900,0.8590
217.715195,-27.053776,6.008,0.031,53.7,6.583,5.821,111,0.5750,0.1870,0.7620
13.291725,59.172455,6.009,0.007,13.6,6.986,5.692,111,0.9770,0.3170,1.2940
89.335424,47.346371,6.001,0.011,11.7,6.914,5.745,111,0.9130,0.2560,1.1690
85.180999,61.864956,6.005,0.049,36.4,6.854,5.788,111,0.8490,0.2170,1.0660
77.677887,63.597225,6.008,0.011,11.9,6.102,5.955,111,0.0940,0.0530,0.1470
246.386038,52.527103,6.001,0.013,34.4,6.882,5.747,111,0.8810,0.2540,1.1350
241.573947,53.294373,6.006,0.021,24.2,6.518,5.899,111,0.5120,0.1070,0.6190
249.656621,35.892551,6.005,0.013,18.0,6.500,5.888,111,0.4950,0.1170,0.6120
244.077756,41.694458,6.008,0.017,18.9,6.828,5.815,111,0.8200,0.1930,1.0130
250.953769,44.214153,6.007,0.017,34.4,6.633,5.846,111,0.6260,0.1610,0.7870
225.955379,26.038765,6.006,0.005,83.0,6.208,5.911,111,0.2020,0.0950,0.2970
232.796277,27.338911,6.004,0.015,78.0,6.546,5.879,111,0.5420,0.1250,0.6670
259.875220,-30.967299,6.009,0.039,10.1,7.311,5.379,111,1.3020,0.6300,1.9320
251.241603,-20.893206,6.002,0.029,13.3,6.897,5.686,111,0.8950,0.3160,1.2110
246.471903,-17.504532,6.006,0.023,15.5,7.027,5.614,111,1.0210,0.3920,1.4130
248.995953,-21.239777,6.008,0.031,13.9,6.919,5.733,111,0.9110,0.2750,1.1860
184.758421,26.008312,6.004,0.047,102.6,6.082,5.981,111,0.0780,0.0230,0.1010
201.795203,28.874294,6.004,0.013,125.4,6.487,5.896,111,0.4830,0.1080,0.5910
197.867681,26.386946,6.007,0.039,31.5,6.541,5.915,111,0.5340,0.0920,0.6260
185.160817,20.064787,6.008,0.023,82.8,6.519,5.883,111,0.5110,0.1250,0.6360
187.673961,21.229031,6.008,0.037,13.1,6.774,5.799,111,0.7660,0.2090,0.9750
202.797014,32.514507,6.002,0.061,44.7,6.508,5.891,111,0.5060,0.1110,0.6170
211.398455,44.340336,6.005,0.017,12.9,6.436,5.891,111,0.4310,0.1140,0.5450
229.149178,9.713000,6.007,0.033,49.7,6.105,5.916,111,0.0980,0.0910,0.1890
220.740506,7.613612,6.004,0.047,22.8,6.483,5.849,111,0.4790,0.1550,0.6340
224.670421,6.340636,6.006,0.041,51.9,6.812,5.834,111,0.8060,0.1720,0.9780
230.864650,19.893770,6.004,0.041,49.0,6.856,5.845,111,0.8520,0.1590,1.0110
219.361260,19.801878,6.009,0.041,95.1,6.555,5.940,111,0.5460,0.0690,0.6150
280.830511,-38.586060,6.006,0.025,11.0,6.845,5.648,111,0.8390,0.3580,1.1970
283.102537,-43.089161,6.003,0.019,24.8,6.865,5.797,111,0.8620,0.2060,1.0680
285.096198,-44.776604,6.001,0.035,19.3,6.889,5.678,111,0.8880,0.3230,1.2110
282.034283,-43.969391,6.003,0.017,13.6,6.859,5.728,111,0.8560,0.2750,1.1310
308.543172,-47.837280,6.004,0.039,63.8,6.737,5.772,111,0.7330,0.2320,0.9650
263.854751,-32.141762,6.001,0.033,10.6,7.635,5.241,111,1.6340,0.7600,2.3940
228.997658,-48.274734,6.002,0.019,27.7,6.950,5.467,111,0.9480,0.5350,1.4830
233.278217,-43.800495,6.003,0.023,19.1,6.942,5.691,111,0.9390,0.3120,1.2510
308.522650,22.415297,6.004,0.025,12.3,6.934,5.712,111,0.9300,0.2920,1.2220
306.172755,24.379484,6.007,0.019,17.3,6.783,5.794,111,0.7760,0.2130,0.9890
304.635721,22.230761,6.006,0.009,10.1,6.864,5.747,111,0.8580,0.2590,1.1170
305.914255,23.323175,6.008,0.013,16.9,6.897,5.676,111,0.8890,0.3320,1.2210
306.485617,19.535305,6.003,0.029,21.9,6.639,5.882,111,0.6360,0.1210,0.7570
308.572760,14.173900,6.007,0.011,10.5,6.767,5.772,111,0.7600,0.2350,0.9950
315.223630,12.506973,6.004,0.035,13.0,6.693,5.785,111,0.6890,0.2190,0.9080
274.034229,-24.263868,6.008,0.015,15.5,6.964,5.683,111,0.9560,0.3250,1.2810
271.010808,-24.647984,6.006,0.039,13.4,7.333,5.373,111,1.3270,0.6330,1.9600
270.097137,-30.800730,6.004,0.017,13.2,6.997,5.700,111,0.9930,0.3040,1.2970
305.083118,-16.982304,6.001,0.029,14.7,6.828,5.782,111,0.8270,0.2190,1.0460
304.267906,-15.524342,6.004,0.019,12.9,6.682,5.841,111,0.6780,0.1630,0.8410
320.506637,-21.624388,6.009,0.035,48.7,6.898,5.601,111,0.8890,0.4080,1.2970
319.881714,-23.772202,6.001,0.033,65.5,6.527,5.817,111,0.5260,0.1840,0.7100
274.187106,-45.159313,6.005,0.027,16.3,6.872,5.616,111,0.8670,0.3890,1.2560
277.529792,-41.307739,6.003,0.043,12.9,6.607,5.791,111,0.6040,0.2120,0.8160
277.518255,-43.833927,6.005,0.021,13.3,6.226,5.959,111,0.2210,0.0460,0.2670
274.662169,-44.450935,6.005,0.029,15.1,6.839,5.704,111,0.8340,0.3010,1.1350
299.237982,19.767122,6.002,0.035,14.6,6.951,5.683,111,0.9490,0.3190,1.2680
299.426130,18.361473,6.007,0.013,10.6,6.979,5.584,111,0.9720,0.4230,1.3950
301.171650,14.318210,6.004,0.035,19.2,6.830,5.756,111,0.8260,0.2480,1.0740
165.550205,84.770493,6.003,0.017,16.0,6.776,5.826,111,0.7730,0.1770,0.9500
95.779940,78.396545,6.003,0.015,24.8,6.510,5.916,111,0.5070,0.0870,0.5940
122.866975,81.768295,6.006,0.043,37.7,6.888,5.741,111,0.8820,0.2650,1.1470
100.805430,53.039497,6.007,0.021,41.7,6.722,5.819,111,0.7150,0.1880,0.9030
99.313975,53.475479,6.005,0.017,19.1,6.419,5.896,111,0.4140,0.1090,0.5230
117.760284,53.741619,6.002,0.013,60.6,6.683,5.848,111,0.6810,0.1540,0.8350
122.370285,55.255817,6.004,0.007,16.1,6.121,5.962,111,0.1170,0.0420,0.1590
93.256660,62.693703,6.004,0.051,15.1,6.833,5.777,111,0.8290,0.2270,1.0560
96.996674,-14.525073,6.004,0.023,17.3,6.962,5.743,111,0.9580,0.2610,1.2190
102.280481,-5.541911,6.003,0.039,15.5,7.014,5.652,111,1.0110,0.3510,1.3620
106.858532,-3.720111,6.006,0.027,13.9,6.986,5.591,111,0.9800,0.4150,1.3950
90.801786,-22.742561,6.004,0.047,13.2,6.499,5.851,111,0.4950,0.1530,0.6480
94.548718,-29.183731,6.009,0.029,17.0,6.671,5.787,111,0.6620,0.2220,0.8840
91.633667,-28.457687,6.002,0.039,23.7,6.449,5.851,111,0.4470,0.1510,0.5980
101.237985,-26.011263,6.008,0.023,25.0,6.839,5.757,111,0.8310,0.2510,1.0820
102.886491,-29.375048,6.006,0.025,12.9,6.462,5.892,111,0.4560,0.1140,0.5700
262.688524,-12.518955,6.008,0.035,11.7,7.106,5.559,111,1.0980,0.4490,1.5470
264.906960,-13.224591,6.005,0.031,16.2,6.906,5.382,111,0.9010,0.6230,1.5240
266.267742,-16.461863,6.004,0.027,10.8,6.933,5.644,111,0.9290,0.3600,1.2890
261.359557,-8.828520,6.009,0.031,16.0,6.173,5.901,111,0.1640,0.1080,0.2720
352.675467,47.028473,6.005,0.017,30.3,6.635,5.821,111,0.6300,0.1840,0.8140
341.095435,50.857033,6.005,0.011,10.5,6.939,5.644,111,0.9340,0.3610,1.2950
343.178182,50.601479,6.005,0.007,28.9,6.859,5.782,111,0.8540,0.2230,1.0770
342.476957,48.334270,6.007,0.007,16.4,6.654,5.846,111,0.6470,0.1610,0.8080
344.098561,41.603870,6.005,0.019,17.8,5.879,6.031,111,-0.1260,-0.0260,-0.1520
321.597772,48.609116,6.005,0.013,16.5,7.482,5.229,111,1.4770,0.7760,2.2530
324.385012,51.658016,6.002,0.033,12.5,6.461,5.880,111,0.4590,0.1220,0.5810
299.648354,24.127813,6.005,0.055,19.7,7.320,5.519,111,1.3150,0.4860,1.8010
300.435790,21.468683,6.006,0.047,18.6,7.000,5.656,111,0.9940,0.3500,1.3440
305.469853,14.569961,6.008,0.059,23.1,6.762,5.790,111,0.7540,0.2180,0.9720
306.547373,14.099306,6.002,0.017,14.4,6.864,5.727,111,0.8620,0.2750,1.1370
277.601990,-27.711815,6.009,0.029,11.4,6.969,5.581,111,0.9600,0.4280,1.3880
277.618112,-27.545366,6.006,0.021,15.0,7.010,5.467,111,1.0040,0.5390,1.5430
275.644513,-27.108162,6.002,0.023,13.1,9.043,3.643,113,3.0410,2.3590,5.4000
162.498009,-49.400444,6.007,0.029,32.5,6.648,5.837,111,0.6410,0.1700,0.8110
166.496623,-48.309341,6.007,0.041,13.6,6.948,5.686,111,0.9410,0.3210,1.2620
164.137036,-45.448830,6.008,0.025,13.4,6.958,5.658,111,0.9500,0.3500,1.3000
170.956866,-41.599789,6.005,0.039,21.3,6.760,5.840,111,0.7550,0.1650,0.9200
157.976293,-32.288044,6.007,0.029,31.3,6.898,5.682,111,0.8910,0.3250,1.2160
139.801150,-53.129566,6.005,0.029,12.9,6.776,5.714,111,0.7710,0.2910,1.0620
178.918814,67.264954,6.006,0.015,60.4,6.229,5.947,111,0.2230,0.0590,0.2820
144.571178,70.266090,6.005,0.019,67.5,6.148,5.938,111,0.1430,0.0670,0.2100
100.454201,70.194183,6.005,0.041,71.4,6.655,5.818,111,0.6500,0.1870,0.8370
120.307791,68.686714,6.006,0.013,18.3,6.826,5.745,111,0.8200,0.2610,1.0810
128.397810,70.667984,6.008,0.015,58.5,6.780,5.820,111,0.7720,0.1880,0.9600
132.604204,64.864487,6.006,0.029,37.8,6.728,5.871,111,0.7220,0.1350,0.8570
147.196089,65.805321,6.004,0.027,80.7,6.527,5.867,111,0.5230,0.1370,0.6600
90.669147,1.113765,6.009,0.031,20.0,6.501,5.857,111,0.4920,0.1520,0.6440
292.924189,-28.774242,6.001,0.021,20.8,6.903,5.671,111,0.9020,0.3300,1.2320
288.954025,-31.877666,6.005,0.013,21.4,6.889,5.607,111,0.8840,0.3980,1.2820
300.600012,-35.274673,6.002,0.019,23.2,6.701,5.862,111,0.6990,0.1400,0.8390
295.014073,-31.608826,6.008,0.021,16.7,6.619,5.843,111,0.6110,0.1650,0.7760
300.845736,-40.851185,6.007,0.033,14.6,6.789,5.791,111,0.7820,0.2160,0.9980
293.300428,-46.089314,6.003,0.027,13.6,6.894,5.670,111,0.8910,0.3330,1.2240
274.433811,-32.922749,6.009,0.041,10.3,7.016,5.650,111,1.0070,0.3590,1.3660
283.171157,-32.233608,6.008,0.035,18.3,6.743,5.784,111,0.7350,0.2240,0.9590
42.714802,45.486206,6.008,0.029,21.9,6.816,5.863,111,0.8080,0.1450,0.9530
46.671903,44.801388,6.007,0.011,19.0,6.804,5.773,111,0.7970,0.2340,1.0310
39.224213,30.172707,6.008,0.009,15.3,6.619,5.899,111,0.6110,0.1090,0.7200
37.307498,29.067537,6.005,0.023,12.3,6.715,5.830,111,0.7100,0.1750,0.8850
48.235426,30.853571,6.003,0.021,27.9,6.648,5.855,111,0.6450,0.1480,0.7930
45.777929,38.983894,6.003,0.013,38.3,6.857,5.773,111,0.8540,0.2300,1.0840
174.038236,-29.177814,6.004,0.035,30.6,6.796,5.766,111,0.7920,0.2380,1.0300
168.302057,-26.465096,6.005,0.021,19.0,6.353,5.877,111,0.3480,0.1280,0.4760
167.472655,-26.673258,6.005,0.029,20.8,6.802,5.725,111,0.7970,0.2800,1.0770
160.367290,-22.909758,6.005,0.033,24.1,6.832,5.794,111,0.8270,0.2110,1.0380
167.797571,-10.993704,6.005,0.051,52.5,6.849,5.729,111,0.8440,0.2760,1.1200
163.299865,-9.344491,6.007,0.031,51.4,6.538,5.882,111,0.5310,0.1250,0.6560
177.101852,-45.839321,6.001,0.039,28.7,6.845,5.738,111,0.8440,0.2630,1.1070
101.004555,-7.613822,6.002,0.031,18.3,6.582,5.847,111,0.5800,0.1550,0.7350
99.640048,-8.917471,6.004,0.029,18.3,7.270,5.297,111,1.2660,0.7070,1.9730
98.968773,-3.137769,6.008,0.031,18.6,7.169,5.406,111,1.1610,0.6020,1.7630
93.874462,-39.877808,6.005,0.037,17.8,6.656,5.832,111,0.6510,0.1730,0.8240
225.378134,-19.263973,6.003,0.033,44.1,6.550,5.871,111,0.5470,0.1320,0.6790
222.640877,-18.630369,6.001,0.025,24.3,6.501,5.841,111,0.5000,0.1600,0.6600
104.609038,-67.408089,6.002,0.031,26.0,6.781,5.793,111,0.7790,0.2090,0.9880
176.446364,-67.631607,6.006,0.021,16.9,6.945,5.754,111,0.9390,0.2520,1.1910
170.919977,-67.701851,6.002,0.027,15.9,6.970,5.609,111,0.9680,0.3930,1.3610
155.916775,-64.610550,6.001,0.037,11.4,6.982,5.608,111,0.9810,0.3930,1.3740
161.630401,-65.814781,6.009,0.013,11.9,7.022,5.647,111,1.0130,0.3620,1.3750
252.562464,-5.585293,6.005,0.035,18.2,6.815,5.709,111,0.8100,0.2960,1.1060
250.349573,-11.457487,6.008,0.029,19.3,6.952,5.673,111,0.9440,0.3350,1.2790
256.950295,-16.691452,6.003,0.041,14.8,6.961,5.634,111,0.9580,0.3690,1.3270
288.495527,-25.808058,6.004,0.029,13.2,6.864,5.462,111,0.8600,0.5420,1.4020
272.270992,-23.350901,6.007,0.049,14.3,7.112,5.534,111,1.1050,0.4730,1.5780
207.486166,-66.916550,6.009,0.021,14.4,7.028,5.577,111,1.0190,0.4320,1.4510
205.062552,-65.163361,6.004,0.029,22.1,6.994,5.631,111,0.9900,0.3730,1.3630
156.629985,-66.062317,6.004,0.019,14.5,6.963,5.648,111,0.9590,0.3560,1.3150
160.252988,-66.810356,6.007,0.031,17.1,6.858,5.795,111,0.8510,0.2120,1.0630
162.583373,-68.104218,6.002,0.053,12.4,6.736,5.807,111,0.7340,0.1950,0.9290
144.448676,-67.752525,6.005,0.029,10.8,6.866,5.690,111,0.8610,0.3150,1.1760
142.755830,-66.034203,6.006,0.027,11.7,6.520,5.859,111,0.5140,0.1470,0.6610
232.708127,-67.765976,6.005,0.023,12.3,6.599,5.902,111,0.5940,0.1030,0.6970
264.089412,-3.633177,6.006,0.029,15.9,6.922,5.660,111,0.9160,0.3460,1.2620
263.730651,-0.522906,6.007,0.033,26.3,6.940,5.606,111,0.9330,0.4010,1.3340
269.775171,-68.556816,6.008,0.019,34.2,6.873,5.730,111,0.8650,0.2780,1.1430
267.903710,-69.920135,6.008,0.019,14.1,6.522,5.889,111,0.5140,0.1190,0.6330
252.456848,-76.714478,6.003,0.019,27.3,6.924,5.693,111,0.9210,0.3100,1.2310
264.421841,-73.651161,6.002,0.033,30.3,6.725,5.822,111,0.7230,0.1800,0.9030
321.487745,52.666454,6.005,0.015,20.5,7.491,5.387,111,1.4860,0.6180,2.1040
324.919377,43.305584,6.006,0.009,10.8,7.108,5.533,111,1.1020,0.4730,1.5750
329.081038,45.124950,6.003,0.033,23.6,6.856,5.744,111,0.8530,0.2590,1.1120
323.701604,45.329170,6.002,0.005,18.6,6.996,5.665,111,0.9940,0.3370,1.3310
328.948950,52.481750,6.002,0.041,10.9,7.096,5.556,111,1.0940,0.4460,1.5400
329.109521,53.424664,6.006,0.059,11.1,6.449,5.904,111,0.4430,0.1020,0.5450
332.800350,52.848648,6.007,0.045,16.4,6.905,5.717,111,0.8980,0.2900,1.1880
332.149708,49.541199,6.006,0.035,11.5,6.898,5.604,111,0.8920,0.4020,1.2940
264.803255,-54.248737,6.004,0.027,15.7,6.997,5.619,111,0.9930,0.3850,1.3780
265.493255,-49.985516,6.003,0.035,17.3,6.636,5.841,111,0.6330,0.1620,0.7950
261.113982,-50.839287,6.009,0.027,13.2,6.542,5.895,111,0.5330,0.1140,0.6470
262.516746,-50.286598,6.005,0.041,13.8,6.754,5.804,111,0.7490,0.2010,0.9500
232.679541,-57.072021,6.007,0.039,13.9,7.750,5.083,111,1.7430,0.9240,2.6670
284.982235,25.177059,6.008,0.015,24.5,6.883,5.558,111,0.8750,0.4500,1.3250
26.696563,59.156158,6.007,0.047,12.6,6.248,5.943,111,0.2410,0.0640,0.3050
23.042374,53.772186,6.009,0.009,21.1,6.869,5.763,111,0.8600,0.2460,1.1060
24.253848,55.771614,6.006,0.031,10.6,6.981,5.584,111,0.9750,0.4220,1.3970
303.714147,11.333764,6.007,0.031,11.1,6.557,5.850,111,0.5500,0.1570,0.7070
301.639080,7.143755,6.006,0.031,17.3,6.819,5.761,111,0.8130,0.2450,1.0580
280.299542,35.459038,6.002,0.015,17.8,6.902,5.623,111,0.9000,0.3790,1.2790
272.066085,23.845163,6.007,0.013,24.9,6.578,5.845,111,0.5710,0.1620,0.7330
277.398778,23.866146,6.007,0.013,17.8,5.936,6.046,111,-0.0710,-0.0390,-0.1100
271.258635,28.286924,6.004,0.031,21.4,6.761,5.814,111,0.7570,0.1900,0.9470
170.459223,9.168377,6.006,0.033,70.0,6.104,5.930,111,0.0980,0.0760,0.1740
136.588053,1.589894,6.005,0.027,36.2,6.799,5.783,111,0.7940,0.2220,1.0160
142.772804,8.692310,6.008,0.017,52.3,6.720,5.773,111,0.7120,0.2350,0.9470
142.360527,7.672767,6.002,0.035,24.6,6.588,5.818,111,0.5860,0.1840,0.7700
150.970833,18.951099,6.007,0.003,34.8,6.383,5.907,111,0.3760,0.1000,0.4760
174.881525,21.312910,6.006,0.019,88.7,6.511,5.880,111,0.5050,0.1260,0.6310
176.117508,21.377930,6.004,0.019,14.1,6.613,null,119,0.6090,-,-
154.239531,-50.763966,6.002,0.019,13.5,6.881,5.638,111,0.8790,0.3640,1.2430
145.508194,-46.654270,6.002,0.039,11.4,6.492,5.839,111,0.4900,0.1630,0.6530
149.794544,-45.006245,6.007,0.039,14.4,6.513,5.839,111,0.5060,0.1680,0.6740
144.894079,-44.310005,6.001,0.037,23.9,6.681,5.826,111,0.6800,0.1750,0.8550
145.851897,-47.510403,6.001,0.041,18.3,7.016,5.496,111,1.0150,0.5050,1.5200
146.716129,-51.181973,6.002,0.031,15.3,7.085,5.511,111,1.0830,0.4910,1.5740
236.431838,-67.084274,6.007,0.041,15.5,6.976,5.685,111,0.9690,0.3220,1.2910
224.154561,-64.268234,6.009,0.015,15.4,7.057,5.521,111,1.0480,0.4880,1.5360
219.231376,-65.460419,6.002,0.023,15.6,6.574,5.845,111,0.5720,0.1570,0.7290
17.225702,61.406818,6.003,0.009,21.7,6.967,5.637,111,0.9640,0.3660,1.3300
271.557320,-27.492697,6.003,0.047,11.9,6.237,5.889,111,0.2340,0.1140,0.3480
282.995500,-24.288540,6.004,0.021,13.7,6.998,5.621,111,0.9940,0.3830,1.3770
279.634392,-27.701385,6.005,0.033,12.4,6.916,5.653,111,0.9110,0.3520,1.2630
302.709525,25.674038,6.001,0.019,16.6,7.078,5.497,111,1.0770,0.5040,1.5810
299.665772,28.417734,6.003,0.033,15.7,7.321,5.301,111,1.3180,0.7020,2.0200
310.113712,32.141338,6.001,0.009,12.1,7.165,5.620,111,1.1640,0.3810,1.5450
